127.0.0.1 - - [25/Apr/2016:09:18:11 +0800] "GET / HTTP/1.1" 200 11418
127.0.0.1 - - [25/Apr/2016:09:18:37 +0800] "GET /wxbsite/admin HTTP/1.1" 200 6770
127.0.0.1 - - [25/Apr/2016:09:18:44 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1857
127.0.0.1 - - [25/Apr/2016:09:18:44 +0800] "GET /wxbsite/images/login_10_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [25/Apr/2016:09:18:44 +0800] "GET /wxbsite/images/login_09_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [25/Apr/2016:09:18:47 +0800] "GET /wxbsite/index/captcha?t=1461547127888 HTTP/1.1" 200 1844
127.0.0.1 - - [25/Apr/2016:09:18:54 +0800] "POST /wxbsite/login!userLogin.ct HTTP/1.1" 302 -
127.0.0.1 - - [25/Apr/2016:09:18:54 +0800] "GET /wxbsite/admin HTTP/1.1" 200 797
127.0.0.1 - - [25/Apr/2016:09:18:54 +0800] "GET /wxbsite/admin/main/top.jsp HTTP/1.1" 200 10660
127.0.0.1 - - [25/Apr/2016:09:18:54 +0800] "GET /wxbsite/admin/main/center.jsp HTTP/1.1" 200 6769
127.0.0.1 - - [25/Apr/2016:09:18:54 +0800] "GET /wxbsite/script/table.js HTTP/1.1" 304 -
127.0.0.1 - - [25/Apr/2016:09:18:55 +0800] "GET /wxbsite/admin/main/adminWelcome.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [25/Apr/2016:09:18:55 +0800] "GET /wxbsite/index!getMainLeftTree.ct HTTP/1.1" 200 10343
127.0.0.1 - - [25/Apr/2016:09:19:30 +0800] "GET /wxbsite HTTP/1.1" 302 -
127.0.0.1 - - [25/Apr/2016:09:19:31 +0800] "GET /wxbsite/ HTTP/1.1" 200 22534
127.0.0.1 - - [25/Apr/2016:09:19:31 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1904
127.0.0.1 - - [25/Apr/2016:09:19:32 +0800] "GET /wxbsite/wxb/images/logo.png HTTP/1.1" 304 -
127.0.0.1 - - [25/Apr/2016:09:19:32 +0800] "GET /wxbsite/wxb/img/banner/3_bg.jpg HTTP/1.1" 404 5804
127.0.0.1 - - [25/Apr/2016:09:19:33 +0800] "GET /wxbsite/wxb/images/index_step.png HTTP/1.1" 304 -
127.0.0.1 - - [25/Apr/2016:09:19:33 +0800] "GET /wxbsite/wxb/images/indexbanner1000_2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [25/Apr/2016:09:19:33 +0800] "GET /wxbsite/wxb/images/Joinustxt.png HTTP/1.1" 304 -
127.0.0.1 - - [25/Apr/2016:09:19:45 +0800] "POST /wxbsite/cust/login HTTP/1.1" 200 17
127.0.0.1 - - [25/Apr/2016:09:19:45 +0800] "GET /wxbsite/cust/index HTTP/1.1" 200 18442
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/font.css HTTP/1.1" 200 382
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/typeahead-bs2.min.js HTTP/1.1" 200 8653
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/ace-extra.min.js HTTP/1.1" 200 5964
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/ace-rtl.min.css HTTP/1.1" 200 36873
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/bootstrap.min.css HTTP/1.1" 200 96273
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/ace.min.css HTTP/1.1" 200 271482
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/jquery-2.0.3.min.js HTTP/1.1" 200 83612
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/bootbox.min.js HTTP/1.1" 200 8373
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/jquery.ui.touch-punch.min.js HTTP/1.1" 200 1190
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/font-awesome.min.css HTTP/1.1" 200 22119
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/jquery-ui-1.10.3.custom.min.css HTTP/1.1" 200 2798
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/css/jquery.gritter.css HTTP/1.1" 200 1954
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/ace-elements.min.js HTTP/1.1" 200 18548
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/bootstrap.min.js HTTP/1.1" 200 27731
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/script/vdata.js HTTP/1.1" 200 12730
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/avatars/user.jpg HTTP/1.1" 200 1191
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 200 92937
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/jquery.gritter.min.js HTTP/1.1" 200 4248
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/js/ace.min.js HTTP/1.1" 200 8260
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/font/fontawesome-webfont.woff HTTP/1.1" 200 43572
127.0.0.1 - - [25/Apr/2016:09:19:46 +0800] "GET /wxbsite/customer/assets/font/fontawesome-webfont.woff?v=3.2.1 HTTP/1.1" 200 43572
127.0.0.1 - - [25/Apr/2016:09:19:50 +0800] "GET /wxbsite/cust/goods/list?pinwei=1 HTTP/1.1" 200 28679
127.0.0.1 - - [25/Apr/2016:09:20:43 +0800] "GET /wxbsite/cust/goods/add HTTP/1.1" 200 32863
127.0.0.1 - - [25/Apr/2016:09:20:43 +0800] "GET /wxbsite/images/no_pic.png HTTP/1.1" 200 13926
192.168.0.116 - - [25/Apr/2016:09:25:32 +0800] "GET /wxbsite HTTP/1.1" 302 -
192.168.0.116 - - [25/Apr/2016:09:25:32 +0800] "GET /wxbsite/ HTTP/1.1" 200 22554
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/css/font-awesome.min.css HTTP/1.1" 200 21984
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/newcss/index.css?v=1.0 HTTP/1.1" 200 10593
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/css/style-metronic.css HTTP/1.1" 200 50251
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/css/style.css HTTP/1.1" 200 77760
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/images/logo.png HTTP/1.1" 200 9490
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/wxb/css/bootstrap.min.css HTTP/1.1" 200 99548
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1818
192.168.0.116 - - [25/Apr/2016:09:25:33 +0800] "GET /wxbsite//wxb/images/copyright-pic-1.jpg HTTP/1.1" 200 3731
